rasn,prefix,as_path
24338,1.2.0.0/16,"(24338, 7474, 714, 2152, 25)"
24341,1.2.0.0/16,"(24341, 7545, 6939, 2152, 25)"
24348,1.2.0.0/16,"(24348, 4538, 49544, 2152, 25)"
24349,1.2.0.0/16,"(24349, 4538, 7473, 3356, 10886, 27)"
24350,1.2.0.0/16,"(24350, 4538, 7473, 3356, 10886, 27)"
24352,1.2.0.0/16,"(24352, 4538, 7473, 3356, 10886, 27)"
24353,1.2.0.0/16,"(24353, 4538, 7473, 3356, 10886, 27)"
24355,1.2.0.0/16,"(24355, 4538, 7473, 3356, 10886, 27)"
24357,1.2.0.0/16,"(24357, 4538, 7473, 3356, 10886, 27)"
24358,1.2.0.0/16,"(24358, 4538, 7473, 3356, 10886, 27)"
24361,1.2.0.0/16,"(24361, 4538, 49544, 2152, 25)"
24362,1.2.0.0/16,"(24362, 4538, 7473, 3356, 10886, 27)"
24363,1.2.0.0/16,"(24363, 4538, 7473, 3356, 10886, 27)"
24364,1.2.0.0/16,"(24364, 4538, 7473, 3356, 10886, 27)"
24369,1.2.0.0/16,"(24369, 4538, 49544, 2152, 25)"
24370,1.2.0.0/16,"(24370, 4538, 7473, 3356, 10886, 27)"
24371,1.2.0.0/16,"(24371, 4538, 7473, 3356, 10886, 27)"
24372,1.2.0.0/16,"(24372, 4538, 7473, 3356, 10886, 27)"
24373,1.2.0.0/16,"(24373, 24429, 1828, 11164, 2152, 25)"
24376,1.2.0.0/16,"(24376, 10229, 10310, 2152, 25)"
24378,1.2.0.0/16,"(24378, 9587, 38081, 7470, 6939, 2152, 25)"
24380,1.2.0.0/16,"(24380, 16164, 293, 10886, 27)"
24389,1.2.0.0/16,"(24389, 13335, 2152, 25)"
24390,1.2.0.0/16,"(24390, 7575, 2152, 25)"
24391,1.2.0.0/16,"(24391, 51964, 2874, 49544, 2152, 25)"
24392,1.2.0.0/16,"(24392, 133315, 17660, 42, 10886, 27)"
24393,1.2.0.0/16,"(24393, 9931, 10099, 42, 10886, 27)"
24395,1.2.0.0/16,"(24395, 7575, 2152, 25)"
24396,1.2.0.0/16,"(24396, 4515, 6939, 2152, 25)"
24397,1.2.0.0/16,"(24397, 9498, 49544, 2152, 25)"
24398,1.2.0.0/16,"(24398, 6939, 2152, 25)"
24399,1.2.0.0/16,"(24399, 9304, 42, 10886, 27)"
24406,1.2.0.0/16,"(24406, 21859, 2152, 25)"
24409,1.2.0.0/16,"(24409, 21859, 2152, 25)"
24413,1.2.0.0/16,"(24413, 286, 42, 10886, 27)"
24415,1.2.0.0/16,"(24415, 146788, 4134, 1299, 10886, 27)"
24423,1.2.0.0/16,"(24423, 146788, 4134, 1299, 10886, 27)"
24424,1.2.0.0/16,"(24424, 4812, 4134, 1299, 10886, 27)"
24427,1.2.0.0/16,"(24427, 63928, 49544, 2152, 25)"
24429,1.2.0.0/16,"(24429, 293, 10886, 27)"
24430,1.2.0.0/16,"(24430, 4808, 4837, 1299, 10886, 27)"
24432,1.2.0.0/16,"(24432, 13335, 2152, 25)"
24433,1.2.0.0/16,"(24433, 7575, 2152, 25)"
24434,1.2.0.0/16,"(24434, 7575, 2152, 25)"
24436,1.2.0.0/16,"(24436, 7575, 2152, 25)"
24437,1.2.0.0/16,"(24437, 7575, 2152, 25)"
24439,1.2.0.0/16,"(24439, 6453, 7342, 2152, 25)"
24440,1.2.0.0/16,"(24440, 3356, 10886, 27)"
24441,1.2.0.0/16,"(24441, 9505, 2152, 25)"
24443,1.2.0.0/16,"(24443, 6939, 2152, 25)"
24445,1.2.0.0/16,"(24445, 9808, 4134, 1299, 10886, 27)"
24446,1.2.0.0/16,"(24446, 63956, 9505, 2152, 25)"
24448,1.2.0.0/16,"(24448, 9498, 49544, 2152, 25)"
24449,1.2.0.0/16,"(24449, 6939, 2152, 25)"
24451,1.2.0.0/16,"(24451, 4775, 7575, 2152, 25)"
24453,1.2.0.0/16,"(24453, 4618, 9505, 2152, 25)"
24455,1.2.0.0/16,"(24455, 4750, 7568, 9505, 2152, 25)"
24456,1.2.0.0/16,"(24456, 4637, 9318, 2152, 25)"
24459,1.2.0.0/16,"(24459, 132847, 42, 10886, 27)"
24462,1.2.0.0/16,"(24462, 9381, 6939, 2152, 25)"
24463,1.2.0.0/16,"(24463, 1221, 8075, 2152, 25)"
24465,1.2.0.0/16,"(24465, 7693, 9505, 2152, 25)"
24467,1.2.0.0/16,"(24467, 3758, 6461, 10886, 27)"
24471,1.2.0.0/16,"(24471, 4775, 7575, 2152, 25)"
24475,1.2.0.0/16,"(24475, 4621, 1828, 11164, 2152, 25)"
24476,1.2.0.0/16,"(24476, 6939, 2152, 25)"
24477,1.2.0.0/16,"(24477, 3356, 10886, 27)"
24479,1.2.0.0/16,"(24479, 6939, 2152, 25)"
24480,1.2.0.0/16,"(24480, 4826, 293, 10886, 27)"
24482,1.2.0.0/16,"(24482, 42, 10886, 27)"
24485,1.2.0.0/16,"(24485, 9829, 286, 42, 10886, 27)"
24489,1.2.0.0/16,"(24489, 9821, 32590, 2152, 25)"
24490,1.2.0.0/16,"(24490, 24475, 4621, 1828, 11164, 2152, 25)"
24492,1.2.0.0/16,"(24492, 49544, 2152, 25)"
24494,1.2.0.0/16,"(24494, 9299, 2516, 2152, 25)"
24501,1.2.0.0/16,"(24501, 9498, 49544, 2152, 25)"
24502,1.2.0.0/16,"(24502, 4826, 293, 10886, 27)"
24504,1.2.0.0/16,"(24504, 24550, 141047, 152144, 6939, 2152, 25)"
24506,1.2.0.0/16,"(24506, 10310, 2152, 25)"
24507,1.2.0.0/16,"(24507, 3758, 6461, 10886, 27)"
24509,1.2.0.0/16,"(24509, 9848, 9505, 2152, 25)"
24510,1.2.0.0/16,"(24510, 7575, 2152, 25)"
24511,1.2.0.0/16,"(24511, 139005, 4826, 42, 10886, 27)"
24512,1.2.0.0/16,"(24512, 4713, 2516, 2152, 25)"
24514,1.2.0.0/16,"(24514, 45352, 714, 2152, 25)"
24515,1.2.0.0/16,"(24515, 9498, 49544, 2152, 25)"
24516,1.2.0.0/16,"(24516, 9318, 2152, 25)"
24517,1.2.0.0/16,"(24517, 7474, 714, 2152, 25)"
24519,1.2.0.0/16,"(24519, 24482, 714, 2152, 25)"
24521,1.2.0.0/16,"(24521, 6939, 2152, 25)"
24523,1.2.0.0/16,"(24523, 6939, 2152, 25)"
24524,1.2.0.0/16,"(24524, 7713, 42, 10886, 27)"
24526,1.2.0.0/16,"(24526, 19551, 49544, 2152, 25)"
24527,1.2.0.0/16,"(24527, 1280, 2152, 25)"
24528,1.2.0.0/16,"(24528, 138840, 8220, 2152, 25)"
24529,1.2.0.0/16,"(24529, 24482, 714, 2152, 25)"
24530,1.2.0.0/16,"(24530, 6939, 2152, 25)"
24532,1.2.0.0/16,"(24532, 24482, 714, 2152, 25)"
24534,1.2.0.0/16,"(24534, 174, 10886, 27)"
24535,1.2.0.0/16,"(24535, 32590, 2152, 25)"
24536,1.2.0.0/16,"(24536, 4800, 7575, 2152, 25)"
24537,1.2.0.0/16,"(24537, 58552, 7575, 2152, 25)"
24538,1.2.0.0/16,"(24538, 6939, 2152, 25)"
24539,1.2.0.0/16,"(24539, 9583, 8220, 2152, 25)"
24540,1.2.0.0/16,"(24540, 45458, 10099, 42, 10886, 27)"
24541,1.2.0.0/16,"(24541, 7575, 2152, 25)"
24542,1.2.0.0/16,"(24542, 4826, 293, 10886, 27)"
24543,1.2.0.0/16,"(24543, 7474, 714, 2152, 25)"
24544,1.2.0.0/16,"(24544, 55933, 7575, 2152, 25)"
24545,1.2.0.0/16,"(24545, 6939, 2152, 25)"
24546,1.2.0.0/16,"(24546, 13335, 2152, 25)"
24548,1.2.0.0/16,"(24548, 4768, 9790, 42, 10886, 27)"
24550,1.2.0.0/16,"(24550, 141047, 152144, 6939, 2152, 25)"
24558,1.2.0.0/16,"(24558, 4755, 6421, 6939, 2152, 25)"
24560,1.2.0.0/16,"(24560, 9498, 49544, 2152, 25)"
24565,1.2.0.0/16,"(24565, 4764, 2635, 2152, 25)"
24568,1.2.0.0/16,"(24568, 6453, 7342, 2152, 25)"
24570,1.2.0.0/16,"(24570, 19551, 49544, 2152, 25)"
24572,1.2.0.0/16,"(24572, 2516, 2152, 25)"
24574,1.2.0.0/16,"(24574, 55836, 13335, 2152, 25)"
24577,1.2.0.0/16,"(24577, 49544, 2152, 25)"
24578,1.2.0.0/16,"(24578, 30851, 49544, 2152, 25)"
24579,1.2.0.0/16,"(24579, 49544, 2152, 25)"
24580,1.2.0.0/16,"(24580, 12357, 12430, 1299, 10886, 27)"
24584,1.2.0.0/16,"(24584, 3292, 293, 10886, 27)"
24585,1.2.0.0/16,"(24585, 5405, 42, 10886, 27)"
24586,1.2.0.0/16,"(24586, 14907, 2152, 25)"
24588,1.2.0.0/16,"(24588, 9049, 6939, 2152, 25)"
24589,1.2.0.0/16,"(24589, 6939, 2152, 25)"
24592,1.2.0.0/16,"(24592, 6939, 2152, 25)"
24593,1.2.0.0/16,"(24593, 32590, 2152, 25)"
24594,1.2.0.0/16,"(24594, 6939, 2152, 25)"
24597,1.2.0.0/16,"(24597, 43372, 6939, 2152, 25)"
24600,1.2.0.0/16,"(24600, 3215, 2906, 2152, 25)"
24602,1.2.0.0/16,"(24602, 42916, 6939, 2152, 25)"
24603,1.2.0.0/16,"(24603, 29551, 6939, 2152, 25)"
24605,1.2.0.0/16,"(24605, 12597, 6939, 2152, 25)"
24607,1.2.0.0/16,"(24607, 6939, 2152, 25)"
24608,1.2.0.0/16,"(24608, 1267, 42, 10886, 27)"
24610,1.2.0.0/16,"(24610, 1820, 293, 10886, 27)"
24611,1.2.0.0/16,"(24611, 6939, 2152, 25)"
24614,1.2.0.0/16,"(24614, 8517, 8674, 293, 10886, 27)"
24618,1.2.0.0/16,"(24618, 21500, 32590, 2152, 25)"
24619,1.2.0.0/16,"(24619, 5617, 8075, 2152, 25)"
24622,1.2.0.0/16,"(24622, 55002, 11404, 293, 10886, 27)"
24624,1.2.0.0/16,"(24624, 12479, 8220, 2152, 25)"
24627,1.2.0.0/16,"(24627, 42781, 6412, 6939, 2152, 25)"
24629,1.2.0.0/16,"(24629, 5603, 6939, 2152, 25)"
24632,1.2.0.0/16,"(24632, 1299, 10886, 27)"
24633,1.2.0.0/16,"(24633, 174, 10886, 27)"
24634,1.2.0.0/16,"(24634, 9051, 19905, 16552, 42, 10886, 27)"
24635,1.2.0.0/16,"(24635, 174, 10886, 27)"
24637,1.2.0.0/16,"(24637, 49544, 2152, 25)"
24638,1.2.0.0/16,"(24638, 32590, 2152, 25)"
24639,1.2.0.0/16,"(24639, 8220, 293, 10886, 27)"
24640,1.2.0.0/16,"(24640, 3214, 42, 10886, 27)"
24641,1.2.0.0/16,"(24641, 6939, 2152, 25)"
24642,1.2.0.0/16,"(24642, 51088, 42, 10886, 27)"
24645,1.2.0.0/16,"(24645, 6939, 2152, 25)"
24651,1.2.0.0/16,"(24651, 6939, 2152, 25)"
24652,1.2.0.0/16,"(24652, 6939, 2152, 25)"
24655,1.2.0.0/16,"(24655, 13335, 2152, 25)"
24656,1.2.0.0/16,"(24656, 8437, 51184, 1828, 11164, 2152, 25)"
24657,1.2.0.0/16,"(24657, 6939, 2152, 25)"
24660,1.2.0.0/16,"(24660, 8708, 14907, 2152, 25)"
24663,1.2.0.0/16,"(24663, 49544, 2152, 25)"
24668,1.2.0.0/16,"(24668, 49544, 2152, 25)"
24675,1.2.0.0/16,"(24675, 2110, 6939, 2152, 25)"
24676,1.2.0.0/16,"(24676, 31103, 49544, 2152, 25)"
24679,1.2.0.0/16,"(24679, 49544, 2152, 25)"
24680,1.2.0.0/16,"(24680, 49544, 2152, 25)"
24681,1.2.0.0/16,"(24681, 12963, 174, 10886, 27)"
24683,1.2.0.0/16,"(24683, 48612, 8359, 2635, 2152, 25)"
24684,1.2.0.0/16,"(24684, 8359, 2635, 2152, 25)"
24685,1.2.0.0/16,"(24685, 1820, 293, 10886, 27)"
24689,1.2.0.0/16,"(24689, 49544, 2152, 25)"
24690,1.2.0.0/16,"(24690, 5483, 6939, 2152, 25)"
24691,1.2.0.0/16,"(24691, 49544, 2152, 25)"
24693,1.2.0.0/16,"(24693, 8717, 6939, 2152, 25)"
24695,1.2.0.0/16,"(24695, 8751, 44901, 1828, 11164, 2152, 25)"
24699,1.2.0.0/16,"(24699, 12389, 2516, 2152, 25)"
24700,1.2.0.0/16,"(24700, 49544, 2152, 25)"
24703,1.2.0.0/16,"(24703, 32590, 2152, 25)"
24704,1.2.0.0/16,"(24704, 8708, 14907, 2152, 25)"
24705,1.2.0.0/16,"(24705, 61337, 7575, 2152, 25)"
24707,1.2.0.0/16,"(24707, 6736, 20965, 293, 10886, 27)"
24708,1.2.0.0/16,"(24708, 8447, 293, 10886, 27)"
24711,1.2.0.0/16,"(24711, 3215, 2906, 2152, 25)"
24712,1.2.0.0/16,"(24712, 12310, 49544, 2152, 25)"
24713,1.2.0.0/16,"(24713, 12552, 2635, 2152, 25)"
24717,1.2.0.0/16,"(24717, 2027, 42, 10886, 27)"
24722,1.2.0.0/16,"(24722, 8449, 6939, 2152, 25)"
24723,1.2.0.0/16,"(24723, 49544, 2152, 25)"
24724,1.2.0.0/16,"(24724, 14907, 2152, 25)"
24725,1.2.0.0/16,"(24725, 13335, 2152, 25)"
24727,1.2.0.0/16,"(24727, 5578, 6461, 10886, 27)"
24728,1.2.0.0/16,"(24728, 34779, 6461, 10886, 27)"
24730,1.2.0.0/16,"(24730, 14907, 2152, 25)"
24732,1.2.0.0/16,"(24732, 15694, 6939, 2152, 25)"
24740,1.2.0.0/16,"(24740, 49544, 2152, 25)"
24742,1.2.0.0/16,"(24742, 15533, 13009, 49544, 2152, 25)"
24743,1.2.0.0/16,"(24743, 2603, 1828, 11164, 2152, 25)"
24744,1.2.0.0/16,"(24744, 31117, 6461, 10886, 27)"
24745,1.2.0.0/16,"(24745, 3303, 714, 2152, 25)"
24748,1.2.0.0/16,"(24748, 49544, 2152, 25)"
24749,1.2.0.0/16,"(24749, 6939, 2152, 25)"
24750,1.2.0.0/16,"(24750, 49544, 2152, 25)"
24751,1.2.0.0/16,"(24751, 6939, 2152, 25)"
24753,1.2.0.0/16,"(24753, 6939, 2152, 25)"
24758,1.2.0.0/16,"(24758, 3216, 42, 10886, 27)"
24763,1.2.0.0/16,"(24763, 3215, 2906, 2152, 25)"
24766,1.2.0.0/16,"(24766, 1299, 10886, 27)"
24768,1.2.0.0/16,"(24768, 49544, 2152, 25)"
24770,1.2.0.0/16,"(24770, 6939, 2152, 25)"
24771,1.2.0.0/16,"(24771, 8220, 293, 10886, 27)"
24772,1.2.0.0/16,"(24772, 8903, 6939, 2152, 25)"
24774,1.2.0.0/16,"(24774, 29226, 6939, 2152, 25)"
24775,1.2.0.0/16,"(24775, 1273, 2516, 2152, 25)"
24776,1.2.0.0/16,"(24776, 49544, 2152, 25)"
24777,1.2.0.0/16,"(24777, 1764, 42, 10886, 27)"
24780,1.2.0.0/16,"(24780, 13335, 2152, 25)"
24783,1.2.0.0/16,"(24783, 12389, 2516, 2152, 25)"
24784,1.2.0.0/16,"(24784, 6830, 42, 10886, 27)"
24785,1.2.0.0/16,"(24785, 6939, 2152, 25)"
24786,1.2.0.0/16,"(24786, 3356, 10886, 27)"
24789,1.2.0.0/16,"(24789, 12389, 2516, 2152, 25)"
24791,1.2.0.0/16,"(24791, 29405, 6461, 10886, 27)"
24792,1.2.0.0/16,"(24792, 8412, 6939, 2152, 25)"
24794,1.2.0.0/16,"(24794, 12301, 49544, 2152, 25)"
24796,1.2.0.0/16,"(24796, 8220, 2152, 25)"
24800,1.2.0.0/16,"(24800, 6939, 2152, 25)"
24806,1.2.0.0/16,"(24806, 49544, 2152, 25)"
24809,1.2.0.0/16,"(24809, 719, 42708, 42, 10886, 27)"
24810,1.2.0.0/16,"(24810, 12389, 2516, 2152, 25)"
24811,1.2.0.0/16,"(24811, 34549, 42, 10886, 27)"
24812,1.2.0.0/16,"(24812, 32590, 2152, 25)"
24817,1.2.0.0/16,"(24817, 286, 42, 10886, 27)"
24819,1.2.0.0/16,"(24819, 1257, 1299, 10886, 27)"
24822,1.2.0.0/16,"(24822, 6939, 2152, 25)"
24824,1.2.0.0/16,"(24824, 2914, 293, 10886, 27)"
24830,1.2.0.0/16,"(24830, 174, 10886, 27)"
24833,1.2.0.0/16,"(24833, 3320, 293, 10886, 27)"
24835,1.2.0.0/16,"(24835, 6762, 42, 10886, 27)"
24836,1.2.0.0/16,"(24836, 15598, 49544, 2152, 25)"
24839,1.2.0.0/16,"(24839, 2614, 49544, 2152, 25)"
24840,1.2.0.0/16,"(24840, 3320, 293, 10886, 27)"
24843,1.2.0.0/16,"(24843, 43930, 25091, 1828, 11164, 2152, 25)"
24845,1.2.0.0/16,"(24845, 8767, 6461, 10886, 27)"
24848,1.2.0.0/16,"(24848, 5617, 8075, 2152, 25)"
24849,1.2.0.0/16,"(24849, 1241, 293, 10886, 27)"
24851,1.2.0.0/16,"(24851, 16276, 2152, 25)"
24852,1.2.0.0/16,"(24852, 6939, 2152, 25)"
24853,1.2.0.0/16,"(24853, 31027, 2906, 2152, 25)"
24857,1.2.0.0/16,"(24857, 6702, 6939, 2152, 25)"
24858,1.2.0.0/16,"(24858, 8708, 14907, 2152, 25)"
24861,1.2.0.0/16,"(24861, 1299, 10886, 27)"
24863,1.2.0.0/16,"(24863, 5511, 3257, 10886, 27)"
24864,1.2.0.0/16,"(24864, 6939, 2152, 25)"
24865,1.2.0.0/16,"(24865, 8943, 2906, 2152, 25)"
24868,1.2.0.0/16,"(24868, 8220, 293, 10886, 27)"
24869,1.2.0.0/16,"(24869, 3269, 20940, 2152, 25)"
24872,1.2.0.0/16,"(24872, 1820, 293, 10886, 27)"
24873,1.2.0.0/16,"(24873, 12389, 2516, 2152, 25)"
24875,1.2.0.0/16,"(24875, 49544, 2152, 25)"
24877,1.2.0.0/16,"(24877, 6939, 2152, 25)"
24879,1.2.0.0/16,"(24879, 32787, 293, 10886, 27)"
24880,1.2.0.0/16,"(24880, 49544, 2152, 25)"
24881,1.2.0.0/16,"(24881, 206810, 32590, 2152, 25)"
24882,1.2.0.0/16,"(24882, 44600, 14907, 2152, 25)"
24889,1.2.0.0/16,"(24889, 9318, 2152, 25)"
24891,1.2.0.0/16,"(24891, 9121, 6461, 10886, 27)"
24894,1.2.0.0/16,"(24894, 25160, 293, 10886, 27)"
24898,1.2.0.0/16,"(24898, 15598, 49544, 2152, 25)"
24904,1.2.0.0/16,"(24904, 49544, 2152, 25)"
24906,1.2.0.0/16,"(24906, 15694, 6939, 2152, 25)"
24909,1.2.0.0/16,"(24909, 174, 10886, 27)"
24913,1.2.0.0/16,"(24913, 2854, 49544, 2152, 25)"
24914,1.2.0.0/16,"(24914, 39737, 6461, 10886, 27)"
24916,1.2.0.0/16,"(24916, 49544, 2152, 25)"
24918,1.2.0.0/16,"(24918, 20804, 9505, 2152, 25)"
24920,1.2.0.0/16,"(24920, 3352, 8220, 2152, 25)"
24921,1.2.0.0/16,"(24921, 12847, 3303, 714, 2152, 25)"
24922,1.2.0.0/16,"(24922, 8517, 8674, 293, 10886, 27)"
24924,1.2.0.0/16,"(24924, 39153, 6939, 2152, 25)"
24925,1.2.0.0/16,"(24925, 7979, 293, 10886, 27)"
24926,1.2.0.0/16,"(24926, 3356, 10886, 27)"
24929,1.2.0.0/16,"(24929, 49544, 2152, 25)"
24935,1.2.0.0/16,"(24935, 35625, 2635, 2152, 25)"
24936,1.2.0.0/16,"(24936, 6939, 2152, 25)"
24939,1.2.0.0/16,"(24939, 3356, 10886, 27)"
24940,1.2.0.0/16,"(24940, 14907, 2152, 25)"
24944,1.2.0.0/16,"(24944, 47123, 6762, 42, 10886, 27)"
24949,1.2.0.0/16,"(24949, 3303, 42, 10886, 27)"
24951,1.2.0.0/16,"(24951, 6939, 2152, 25)"
24952,1.2.0.0/16,"(24952, 3303, 42, 10886, 27)"
24953,1.2.0.0/16,"(24953, 6939, 2152, 25)"
24954,1.2.0.0/16,"(24954, 3356, 10886, 27)"
24955,1.2.0.0/16,"(24955, 6939, 2152, 25)"
24956,1.2.0.0/16,"(24956, 6939, 2152, 25)"
24958,1.2.0.0/16,"(24958, 286, 42, 10886, 27)"
24961,1.2.0.0/16,"(24961, 42, 10886, 27)"
24971,1.2.0.0/16,"(24971, 6939, 2152, 25)"
24972,1.2.0.0/16,"(24972, 8194, 6939, 2152, 25)"
24978,1.2.0.0/16,"(24978, 13237, 9505, 2152, 25)"
24982,1.2.0.0/16,"(24982, 39010, 59796, 9505, 2152, 25)"
24984,1.2.0.0/16,"(24984, 13335, 2152, 25)"
24985,1.2.0.0/16,"(24985, 5617, 8075, 2152, 25)"
24991,1.2.0.0/16,"(24991, 12301, 49544, 2152, 25)"
24992,1.2.0.0/16,"(24992, 174, 10886, 27)"
24993,1.2.0.0/16,"(24993, 6939, 2152, 25)"
24994,1.2.0.0/16,"(24994, 174, 10886, 27)"
24995,1.2.0.0/16,"(24995, 6939, 2152, 25)"
24997,1.2.0.0/16,"(24997, 20771, 174, 10886, 27)"
24999,1.2.0.0/16,"(24999, 21312, 49544, 2152, 25)"
25001,1.2.0.0/16,"(25001, 12389, 2516, 2152, 25)"
25003,1.2.0.0/16,"(25003, 286, 42, 10886, 27)"
25005,1.2.0.0/16,"(25005, 2860, 6939, 2152, 25)"
25009,1.2.0.0/16,"(25009, 30781, 2906, 2152, 25)"
25011,1.2.0.0/16,"(25011, 1764, 42, 10886, 27)"
25012,1.2.0.0/16,"(25012, 29287, 6939, 2152, 25)"
25019,1.2.0.0/16,"(25019, 8529, 42, 10886, 27)"
25021,1.2.0.0/16,"(25021, 559, 293, 10886, 27)"
25022,1.2.0.0/16,"(25022, 174, 10886, 27)"
25024,1.2.0.0/16,"(25024, 5488, 5432, 6939, 2152, 25)"
25030,1.2.0.0/16,"(25030, 50173, 286, 42, 10886, 27)"
25031,1.2.0.0/16,"(25031, 3356, 10886, 27)"
25035,1.2.0.0/16,"(25035, 61010, 35598, 42, 10886, 27)"
25038,1.2.0.0/16,"(25038, 3320, 293, 10886, 27)"
25039,1.2.0.0/16,"(25039, 3320, 293, 10886, 27)"
25040,1.2.0.0/16,"(25040, 13208, 6939, 2152, 25)"
25045,1.2.0.0/16,"(25045, 15994, 286, 42, 10886, 27)"
25046,1.2.0.0/16,"(25046, 3356, 10886, 27)"
25048,1.2.0.0/16,"(25048, 15830, 42, 10886, 27)"
25049,1.2.0.0/16,"(25049, 2856, 6461, 10886, 27)"
25050,1.2.0.0/16,"(25050, 2856, 6461, 10886, 27)"
25052,1.2.0.0/16,"(25052, 1680, 6939, 2152, 25)"
25053,1.2.0.0/16,"(25053, 1764, 42, 10886, 27)"
25056,1.2.0.0/16,"(25056, 3257, 10886, 27)"
25057,1.2.0.0/16,"(25057, 29075, 9318, 2152, 25)"
25058,1.2.0.0/16,"(25058, 34309, 6461, 10886, 27)"
25059,1.2.0.0/16,"(25059, 21283, 6939, 2152, 25)"
25060,1.2.0.0/16,"(25060, 2860, 6939, 2152, 25)"
25063,1.2.0.0/16,"(25063, 42840, 8767, 6461, 10886, 27)"
25066,1.2.0.0/16,"(25066, 3212, 6461, 10886, 27)"
25068,1.2.0.0/16,"(25068, 1299, 10886, 27)"
25069,1.2.0.0/16,"(25069, 6663, 6461, 10886, 27)"
25070,1.2.0.0/16,"(25070, 6939, 2152, 25)"
25071,1.2.0.0/16,"(25071, 1820, 293, 10886, 27)"
25072,1.2.0.0/16,"(25072, 1653, 3399, 42, 10886, 27)"
25073,1.2.0.0/16,"(25073, 6820, 6939, 2152, 25)"
25074,1.2.0.0/16,"(25074, 61157, 49544, 2152, 25)"
25075,1.2.0.0/16,"(25075, 5617, 8075, 2152, 25)"
25076,1.2.0.0/16,"(25076, 42459, 6939, 2152, 25)"
25081,1.2.0.0/16,"(25081, 6939, 2152, 25)"
25082,1.2.0.0/16,"(25082, 49544, 2152, 25)"
25084,1.2.0.0/16,"(25084, 6939, 2152, 25)"
25089,1.2.0.0/16,"(25089, 3257, 10886, 27)"
25090,1.2.0.0/16,"(25090, 8220, 293, 10886, 27)"
25091,1.2.0.0/16,"(25091, 42, 10886, 27)"
25093,1.2.0.0/16,"(25093, 6855, 6461, 10886, 27)"
25094,1.2.0.0/16,"(25094, 2027, 42, 10886, 27)"
25096,1.2.0.0/16,"(25096, 24482, 714, 2152, 25)"
25098,1.2.0.0/16,"(25098, 49544, 2152, 25)"
25099,1.2.0.0/16,"(25099, 21497, 49544, 2152, 25)"
25100,1.2.0.0/16,"(25100, 5467, 6939, 2152, 25)"
25101,1.2.0.0/16,"(25101, 1764, 42, 10886, 27)"
25102,1.2.0.0/16,"(25102, 3209, 14907, 2152, 25)"
25103,1.2.0.0/16,"(25103, 8708, 14907, 2152, 25)"
25106,1.2.0.0/16,"(25106, 6697, 49544, 2152, 25)"
25108,1.2.0.0/16,"(25108, 8529, 42, 10886, 27)"
25109,1.2.0.0/16,"(25109, 3209, 14907, 2152, 25)"
25111,1.2.0.0/16,"(25111, 286, 10886, 27)"
25113,1.2.0.0/16,"(25113, 5511, 3257, 10886, 27)"
25115,1.2.0.0/16,"(25115, 3209, 14907, 2152, 25)"
25117,1.2.0.0/16,"(25117, 3356, 10886, 27)"
25118,1.2.0.0/16,"(25118, 28761, 32590, 2152, 25)"
25119,1.2.0.0/16,"(25119, 25521, 6461, 10886, 27)"
25122,1.2.0.0/16,"(25122, 174, 10886, 27)"
25125,1.2.0.0/16,"(25125, 8551, 6461, 10886, 27)"
25126,1.2.0.0/16,"(25126, 8412, 6939, 2152, 25)"
25133,1.2.0.0/16,"(25133, 14907, 2152, 25)"
25135,1.2.0.0/16,"(25135, 5378, 3356, 10886, 27)"
25136,1.2.0.0/16,"(25136, 6848, 3356, 10886, 27)"
25139,1.2.0.0/16,"(25139, 6939, 2152, 25)"
25141,1.2.0.0/16,"(25141, 12773, 37721, 42, 10886, 27)"
25143,1.2.0.0/16,"(25143, 49544, 2152, 25)"
25144,1.2.0.0/16,"(25144, 8400, 293, 10886, 27)"
25145,1.2.0.0/16,"(25145, 6762, 42, 10886, 27)"
25147,1.2.0.0/16,"(25147, 31287, 6939, 2152, 25)"
25148,1.2.0.0/16,"(25148, 49544, 2152, 25)"
25149,1.2.0.0/16,"(25149, 5603, 6939, 2152, 25)"
25150,1.2.0.0/16,"(25150, 6939, 2152, 25)"
25151,1.2.0.0/16,"(25151, 293, 10886, 27)"
25152,1.2.0.0/16,"(25152, 49544, 2152, 25)"
25154,1.2.0.0/16,"(25154, 6939, 2152, 25)"
25155,1.2.0.0/16,"(25155, 49183, 49544, 2152, 25)"
25156,1.2.0.0/16,"(25156, 3269, 20940, 2152, 25)"
25160,1.2.0.0/16,"(25160, 293, 10886, 27)"
25163,1.2.0.0/16,"(25163, 37468, 714, 2152, 25)"
25164,1.2.0.0/16,"(25164, 6730, 55256, 2152, 25)"
25165,1.2.0.0/16,"(25165, 1820, 293, 10886, 27)"
25166,1.2.0.0/16,"(25166, 8866, 293, 10886, 27)"
25173,1.2.0.0/16,"(25173, 5603, 6939, 2152, 25)"
25174,1.2.0.0/16,"(25174, 31148, 6939, 2152, 25)"
25176,1.2.0.0/16,"(25176, 29518, 49544, 2152, 25)"
25180,1.2.0.0/16,"(25180, 49544, 2152, 25)"
25181,1.2.0.0/16,"(25181, 3356, 10886, 27)"
25182,1.2.0.0/16,"(25182, 6939, 2152, 25)"
25183,1.2.0.0/16,"(25183, 1820, 293, 10886, 27)"
25186,1.2.0.0/16,"(25186, 47957, 42, 10886, 27)"
25189,1.2.0.0/16,"(25189, 24482, 714, 2152, 25)"
