asn,prefix,as_path
266469,1.2.0.0/16,"(269077, 10429, 3356, 2152, 25)"
271168,1.2.0.0/16,"(265268, 14840, 6762, 3257, 10886, 27)"
267143,1.2.0.0/16,"(265268, 14840, 6762, 3257, 10886, 27)"
271306,1.2.0.0/16,"(264285, 3356, 2152, 25)"
271436,1.2.0.0/16,"(264275, 8167, 3356, 2152, 25)"
270705,1.2.0.0/16,"(264275, 8167, 3356, 2152, 25)"
268535,1.2.0.0/16,"(264275, 8167, 3356, 2152, 25)"
265090,1.2.0.0/16,"(264275, 8167, 3356, 2152, 25)"
267036,1.2.0.0/16,"(264248, 7738, 3356, 2152, 25)"
266563,1.2.0.0/16,"(264221, 26615, 3356, 2152, 25)"
263501,1.2.0.0/16,"(266445, 174, 10886, 27)"
263644,1.2.0.0/16,"(264216, 28283, 6762, 3257, 10886, 27)"
262709,1.2.0.0/16,"(264215, 53181, 3356, 2152, 25)"
265493,1.2.0.0/16,"(264211, 52468, 174, 10886, 27)"
262886,1.2.0.0/16,"(264186, 3356, 2152, 25)"
266074,1.2.0.0/16,"(264170, 264409, 174, 10886, 27)"
265186,1.2.0.0/16,"(264162, 3356, 2152, 25)"
266115,1.2.0.0/16,"(269096, 3356, 2152, 25)"
268420,1.2.0.0/16,"(264079, 7738, 3356, 2152, 25)"
268394,1.2.0.0/16,"(264069, 3356, 2152, 25)"
267572,1.2.0.0/16,"(264069, 3356, 2152, 25)"
263498,1.2.0.0/16,"(264010, 10429, 3356, 2152, 25)"
270961,1.2.0.0/16,"(263998, 174, 10886, 27)"
268909,1.2.0.0/16,"(263998, 174, 10886, 27)"
262768,1.2.0.0/16,"(263998, 174, 10886, 27)"
268801,1.2.0.0/16,"(263994, 21574, 174, 10886, 27)"
265412,1.2.0.0/16,"(263991, 268624, 6762, 3257, 10886, 27)"
271111,1.2.0.0/16,"(263989, 14840, 6762, 3257, 10886, 27)"
273430,1.2.0.0/16,"(263966, 174, 10886, 27)"
271289,1.2.0.0/16,"(263966, 174, 10886, 27)"
271266,1.2.0.0/16,"(263966, 174, 10886, 27)"
270660,1.2.0.0/16,"(263966, 174, 10886, 27)"
269422,1.2.0.0/16,"(263966, 174, 10886, 27)"
267171,1.2.0.0/16,"(263966, 174, 10886, 27)"
271224,1.2.0.0/16,"(263959, 14840, 6762, 3257, 10886, 27)"
267265,1.2.0.0/16,"(269194, 3356, 2152, 25)"
266578,1.2.0.0/16,"(263935, 61832, 3356, 2152, 25)"
271572,1.2.0.0/16,"(263903, 3356, 2152, 25)"
270533,1.2.0.0/16,"(263903, 3356, 2152, 25)"
269495,1.2.0.0/16,"(263903, 3356, 2152, 25)"
268586,1.2.0.0/16,"(263903, 3356, 2152, 25)"
268038,1.2.0.0/16,"(263903, 3356, 2152, 25)"
267528,1.2.0.0/16,"(263903, 3356, 2152, 25)"
265073,1.2.0.0/16,"(263903, 3356, 2152, 25)"
263624,1.2.0.0/16,"(263903, 3356, 2152, 25)"
269463,1.2.0.0/16,"(271582, 8167, 3356, 2152, 25)"
266109,1.2.0.0/16,"(263880, 7195, 174, 10886, 27)"
61705,1.2.0.0/16,"(263880, 7195, 174, 10886, 27)"
270691,1.2.0.0/16,"(263877, 3356, 2152, 25)"
266873,1.2.0.0/16,"(263801, 174, 10886, 27)"
269851,1.2.0.0/16,"(263793, 3356, 2152, 25)"
27933,1.2.0.0/16,"(263781, 6762, 3257, 10886, 27)"
273833,1.2.0.0/16,"(263774, 3356, 2152, 25)"
272982,1.2.0.0/16,"(263774, 3356, 2152, 25)"
264623,1.2.0.0/16,"(263774, 3356, 2152, 25)"
272916,1.2.0.0/16,"(263725, 23520, 3356, 2152, 25)"
274050,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
274022,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
273208,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
273100,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
272874,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
272118,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
269859,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
269741,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
23007,1.2.0.0/16,"(263703, 23520, 3356, 2152, 25)"
273834,1.2.0.0/16,"(263702, 3356, 2152, 25)"
273091,1.2.0.0/16,"(263702, 3356, 2152, 25)"
271993,1.2.0.0/16,"(263702, 3356, 2152, 25)"
271896,1.2.0.0/16,"(263702, 3356, 2152, 25)"
271846,1.2.0.0/16,"(263702, 3356, 2152, 25)"
271843,1.2.0.0/16,"(263702, 3356, 2152, 25)"
271777,1.2.0.0/16,"(263702, 3356, 2152, 25)"
269828,1.2.0.0/16,"(263702, 3356, 2152, 25)"
269774,1.2.0.0/16,"(263702, 3356, 2152, 25)"
267908,1.2.0.0/16,"(263702, 3356, 2152, 25)"
266713,1.2.0.0/16,"(263702, 3356, 2152, 25)"
264641,1.2.0.0/16,"(263702, 3356, 2152, 25)"
263753,1.2.0.0/16,"(263702, 3356, 2152, 25)"
64161,1.2.0.0/16,"(263702, 3356, 2152, 25)"
52511,1.2.0.0/16,"(263702, 3356, 2152, 25)"
271602,1.2.0.0/16,"(263661, 8167, 3356, 2152, 25)"
271017,1.2.0.0/16,"(263661, 8167, 3356, 2152, 25)"
270871,1.2.0.0/16,"(263661, 8167, 3356, 2152, 25)"
268213,1.2.0.0/16,"(264984, 3356, 2152, 25)"
52601,1.2.0.0/16,"(269096, 3356, 2152, 25)"
61653,1.2.0.0/16,"(263649, 3356, 2152, 25)"
265341,1.2.0.0/16,"(263648, 28283, 6762, 3257, 10886, 27)"
271365,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
271209,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
271178,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
270282,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
267222,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
266182,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
263867,1.2.0.0/16,"(263629, 10429, 3356, 2152, 25)"
266200,1.2.0.0/16,"(263626, 52468, 174, 10886, 27)"
271402,1.2.0.0/16,"(263625, 13335, 2152, 25)"
269310,1.2.0.0/16,"(263625, 13335, 2152, 25)"
267314,1.2.0.0/16,"(263558, 3356, 2152, 25)"
61590,1.2.0.0/16,"(263518, 37468, 174, 10886, 27)"
268407,1.2.0.0/16,"(263484, 16735, 3356, 2152, 25)"
266397,1.2.0.0/16,"(263478, 269096, 3356, 2152, 25)"
263453,1.2.0.0/16,"(263478, 269096, 3356, 2152, 25)"
267286,1.2.0.0/16,"(263471, 28260, 1031, 174, 10886, 27)"
269324,1.2.0.0/16,"(263470, 37468, 174, 10886, 27)"
266218,1.2.0.0/16,"(263468, 61568, 174, 10886, 27)"
270848,1.2.0.0/16,"(263462, 263080, 3356, 2152, 25)"
267239,1.2.0.0/16,"(263434, 7738, 3356, 2152, 25)"
264059,1.2.0.0/16,"(263434, 7738, 3356, 2152, 25)"
61674,1.2.0.0/16,"(263434, 7738, 3356, 2152, 25)"
266619,1.2.0.0/16,"(268925, 12956, 3257, 10886, 27)"
271657,1.2.0.0/16,"(263422, 10429, 3356, 2152, 25)"
267329,1.2.0.0/16,"(263415, 3356, 2152, 25)"
267189,1.2.0.0/16,"(263415, 3356, 2152, 25)"
262628,1.2.0.0/16,"(263415, 3356, 2152, 25)"
262388,1.2.0.0/16,"(267974, 53062, 6762, 3257, 10886, 27)"
271507,1.2.0.0/16,"(263377, 14840, 6762, 3257, 10886, 27)"
265275,1.2.0.0/16,"(273683, 3356, 2152, 25)"
271685,1.2.0.0/16,"(265038, 3356, 2152, 25)"
270497,1.2.0.0/16,"(263362, 37468, 174, 10886, 27)"
268119,1.2.0.0/16,"(269194, 3356, 2152, 25)"
267116,1.2.0.0/16,"(269194, 3356, 2152, 25)"
263643,1.2.0.0/16,"(269096, 3356, 2152, 25)"
269643,1.2.0.0/16,"(267613, 174, 10886, 27)"
267604,1.2.0.0/16,"(263329, 3356, 2152, 25)"
265366,1.2.0.0/16,"(263329, 3356, 2152, 25)"
271225,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
271214,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
270969,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
270880,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
268932,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
262274,1.2.0.0/16,"(263327, 7195, 174, 10886, 27)"
272671,1.2.0.0/16,"(263324, 28210, 3356, 2152, 25)"
268180,1.2.0.0/16,"(263320, 16735, 3356, 2152, 25)"
271260,1.2.0.0/16,"(263276, 3356, 2152, 25)"
269443,1.2.0.0/16,"(263276, 3356, 2152, 25)"
268154,1.2.0.0/16,"(263276, 3356, 2152, 25)"
264494,1.2.0.0/16,"(263276, 3356, 2152, 25)"
271525,1.2.0.0/16,"(263269, 52573, 3356, 2152, 25)"
270672,1.2.0.0/16,"(263269, 52573, 3356, 2152, 25)"
268063,1.2.0.0/16,"(264344, 264525, 174, 10886, 27)"
265225,1.2.0.0/16,"(263262, 271253, 6762, 3257, 10886, 27)"
271094,1.2.0.0/16,"(269719, 52554, 3356, 2152, 25)"
269912,1.2.0.0/16,"(263244, 7049, 174, 10886, 27)"
273195,1.2.0.0/16,"(263238, 3356, 2152, 25)"
273142,1.2.0.0/16,"(263238, 3356, 2152, 25)"
270092,1.2.0.0/16,"(263238, 3356, 2152, 25)"
266681,1.2.0.0/16,"(263238, 3356, 2152, 25)"
266664,1.2.0.0/16,"(263238, 3356, 2152, 25)"
265838,1.2.0.0/16,"(263238, 3356, 2152, 25)"
266844,1.2.0.0/16,"(263237, 174, 10886, 27)"
266819,1.2.0.0/16,"(263209, 263801, 174, 10886, 27)"
271811,1.2.0.0/16,"(263194, 174, 10886, 27)"
271862,1.2.0.0/16,"(272836, 3356, 2152, 25)"
271686,1.2.0.0/16,"(263903, 3356, 2152, 25)"
271188,1.2.0.0/16,"(265436, 3356, 2152, 25)"
270976,1.2.0.0/16,"(271011, 263966, 174, 10886, 27)"
266571,1.2.0.0/16,"(267613, 174, 10886, 27)"
266151,1.2.0.0/16,"(263276, 3356, 2152, 25)"
265968,1.2.0.0/16,"(264293, 3356, 2152, 25)"
263418,1.2.0.0/16,"(265482, 3356, 2152, 25)"
266301,1.2.0.0/16,"(263151, 52554, 3356, 2152, 25)"
266102,1.2.0.0/16,"(263903, 3356, 2152, 25)"
28424,1.2.0.0/16,"(263150, 3356, 2152, 25)"
270371,1.2.0.0/16,"(263144, 61568, 174, 10886, 27)"
270822,1.2.0.0/16,"(263137, 271253, 6762, 3257, 10886, 27)"
268748,1.2.0.0/16,"(263137, 271253, 6762, 3257, 10886, 27)"
268262,1.2.0.0/16,"(263129, 53062, 6762, 3257, 10886, 27)"
267596,1.2.0.0/16,"(264512, 263444, 6762, 3257, 10886, 27)"
269189,1.2.0.0/16,"(269096, 3356, 2152, 25)"
268293,1.2.0.0/16,"(263098, 7738, 3356, 2152, 25)"
271588,1.2.0.0/16,"(263097, 4230, 6762, 3257, 10886, 27)"
271166,1.2.0.0/16,"(265482, 3356, 2152, 25)"
267987,1.2.0.0/16,"(266236, 3356, 2152, 25)"
273416,1.2.0.0/16,"(263087, 3356, 2152, 25)"
271536,1.2.0.0/16,"(263276, 3356, 2152, 25)"
270708,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
270676,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
268299,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
266982,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
266527,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
265987,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
263618,1.2.0.0/16,"(263073, 12956, 3257, 10886, 27)"
267961,1.2.0.0/16,"(263047, 3356, 2152, 25)"
266331,1.2.0.0/16,"(263042, 3356, 2152, 25)"
28160,1.2.0.0/16,"(265269, 6762, 3257, 10886, 27)"
266570,1.2.0.0/16,"(263004, 28146, 3356, 2152, 25)"
265107,1.2.0.0/16,"(263004, 28146, 3356, 2152, 25)"
272466,1.2.0.0/16,"(262999, 1031, 174, 10886, 27)"
271454,1.2.0.0/16,"(262999, 1031, 174, 10886, 27)"
270524,1.2.0.0/16,"(262999, 1031, 174, 10886, 27)"
269282,1.2.0.0/16,"(262999, 1031, 174, 10886, 27)"
264251,1.2.0.0/16,"(262999, 1031, 174, 10886, 27)"
263667,1.2.0.0/16,"(270735, 174, 10886, 27)"
268758,1.2.0.0/16,"(262907, 3356, 2152, 25)"
268646,1.2.0.0/16,"(262907, 3356, 2152, 25)"
268107,1.2.0.0/16,"(262907, 3356, 2152, 25)"
264487,1.2.0.0/16,"(262907, 3356, 2152, 25)"
272536,1.2.0.0/16,"(262907, 3356, 2152, 25)"
268751,1.2.0.0/16,"(262903, 6762, 3257, 10886, 27)"
268046,1.2.0.0/16,"(262907, 3356, 2152, 25)"
266386,1.2.0.0/16,"(262903, 6762, 3257, 10886, 27)"
266097,1.2.0.0/16,"(262901, 174, 10886, 27)"
271728,1.2.0.0/16,"(266167, 3356, 2152, 25)"
269187,1.2.0.0/16,"(264949, 16735, 3356, 2152, 25)"
262529,1.2.0.0/16,"(262851, 28202, 37468, 174, 10886, 27)"
268893,1.2.0.0/16,"(262847, 3356, 2152, 25)"
267671,1.2.0.0/16,"(262847, 3356, 2152, 25)"
267178,1.2.0.0/16,"(262847, 3356, 2152, 25)"
264868,1.2.0.0/16,"(262847, 3356, 2152, 25)"
263147,1.2.0.0/16,"(262847, 3356, 2152, 25)"
271592,1.2.0.0/16,"(262818, 28220, 6762, 3257, 10886, 27)"
265999,1.2.0.0/16,"(262818, 28220, 6762, 3257, 10886, 27)"
265993,1.2.0.0/16,"(262811, 28271, 3356, 2152, 25)"
268378,1.2.0.0/16,"(262808, 3356, 2152, 25)"
265033,1.2.0.0/16,"(262808, 3356, 2152, 25)"
263884,1.2.0.0/16,"(262808, 3356, 2152, 25)"
266010,1.2.0.0/16,"(262792, 266167, 3356, 2152, 25)"
267670,1.2.0.0/16,"(262773, 52554, 3356, 2152, 25)"
265400,1.2.0.0/16,"(262773, 52554, 3356, 2152, 25)"
263568,1.2.0.0/16,"(262765, 2914, 3257, 10886, 27)"
262797,1.2.0.0/16,"(262765, 2914, 3257, 10886, 27)"
268838,1.2.0.0/16,"(262761, 10429, 3356, 2152, 25)"
268798,1.2.0.0/16,"(262761, 10429, 3356, 2152, 25)"
268184,1.2.0.0/16,"(262761, 10429, 3356, 2152, 25)"
268082,1.2.0.0/16,"(262761, 10429, 3356, 2152, 25)"
267574,1.2.0.0/16,"(262761, 10429, 3356, 2152, 25)"
263062,1.2.0.0/16,"(262761, 10429, 3356, 2152, 25)"
269350,1.2.0.0/16,"(262740, 61568, 174, 10886, 27)"
267970,1.2.0.0/16,"(269589, 3356, 2152, 25)"
266575,1.2.0.0/16,"(262737, 3356, 2152, 25)"
267945,1.2.0.0/16,"(269719, 52554, 3356, 2152, 25)"
271100,1.2.0.0/16,"(262731, 10429, 3356, 2152, 25)"
263253,1.2.0.0/16,"(262731, 10429, 3356, 2152, 25)"
268217,1.2.0.0/16,"(262725, 174, 10886, 27)"
266529,1.2.0.0/16,"(262725, 174, 10886, 27)"
20406,1.2.0.0/16,"(262706, 6762, 3257, 10886, 27)"
61598,1.2.0.0/16,"(270867, 4230, 6762, 3257, 10886, 27)"
273351,1.2.0.0/16,"(262663, 264997, 6762, 3257, 10886, 27)"
11655,1.2.0.0/16,"(399580, 6939, 2152, 25)"
267342,1.2.0.0/16,"(262645, 174, 10886, 27)"
265955,1.2.0.0/16,"(262645, 174, 10886, 27)"
268112,1.2.0.0/16,"(262642, 263073, 12956, 3257, 10886, 27)"
271556,1.2.0.0/16,"(262632, 3356, 2152, 25)"
271073,1.2.0.0/16,"(262632, 3356, 2152, 25)"
269568,1.2.0.0/16,"(262632, 3356, 2152, 25)"
269364,1.2.0.0/16,"(262632, 3356, 2152, 25)"
265157,1.2.0.0/16,"(262606, 7738, 3356, 2152, 25)"
264337,1.2.0.0/16,"(262606, 7738, 3356, 2152, 25)"
264278,1.2.0.0/16,"(262606, 7738, 3356, 2152, 25)"
266061,1.2.0.0/16,"(266167, 3356, 2152, 25)"
269498,1.2.0.0/16,"(262591, 28283, 6762, 3257, 10886, 27)"
263700,1.2.0.0/16,"(262589, 3356, 2152, 25)"
264208,1.2.0.0/16,"(262569, 2, 9829, 6762, 3257, 10886, 27)"
270855,1.2.0.0/16,"(262606, 7738, 3356, 2152, 25)"
264237,1.2.0.0/16,"(264255, 3356, 2152, 25)"
263580,1.2.0.0/16,"(262526, 8167, 3356, 2152, 25)"
266230,1.2.0.0/16,"(262516, 3356, 2152, 25)"
268557,1.2.0.0/16,"(262505, 1031, 174, 10886, 27)"
266333,1.2.0.0/16,"(262505, 1031, 174, 10886, 27)"
264987,1.2.0.0/16,"(262505, 1031, 174, 10886, 27)"
262986,1.2.0.0/16,"(262505, 1031, 174, 10886, 27)"
262758,1.2.0.0/16,"(262505, 1031, 174, 10886, 27)"
273448,1.2.0.0/16,"(262503, 7195, 174, 10886, 27)"
270426,1.2.0.0/16,"(262503, 7195, 174, 10886, 27)"
269609,1.2.0.0/16,"(269194, 3356, 2152, 25)"
268447,1.2.0.0/16,"(269194, 3356, 2152, 25)"
265994,1.2.0.0/16,"(262503, 7195, 174, 10886, 27)"
268493,1.2.0.0/16,"(262498, 7738, 3356, 2152, 25)"
271261,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
271056,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
270578,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
268950,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
268863,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
268564,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
264373,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
264366,1.2.0.0/16,"(262494, 7195, 174, 10886, 27)"
270597,1.2.0.0/16,"(263067, 3356, 2152, 25)"
272762,1.2.0.0/16,"(262476, 3356, 2152, 25)"
272266,1.2.0.0/16,"(262476, 3356, 2152, 25)"
271476,1.2.0.0/16,"(262476, 3356, 2152, 25)"
271332,1.2.0.0/16,"(262476, 3356, 2152, 25)"
270662,1.2.0.0/16,"(262476, 3356, 2152, 25)"
269345,1.2.0.0/16,"(262476, 3356, 2152, 25)"
269226,1.2.0.0/16,"(262476, 3356, 2152, 25)"
268917,1.2.0.0/16,"(262476, 3356, 2152, 25)"
268771,1.2.0.0/16,"(262476, 3356, 2152, 25)"
268670,1.2.0.0/16,"(262476, 3356, 2152, 25)"
263885,1.2.0.0/16,"(262476, 3356, 2152, 25)"
263494,1.2.0.0/16,"(262476, 3356, 2152, 25)"
263111,1.2.0.0/16,"(262476, 3356, 2152, 25)"
271650,1.2.0.0/16,"(262474, 3356, 2152, 25)"
271052,1.2.0.0/16,"(262474, 3356, 2152, 25)"
268219,1.2.0.0/16,"(262474, 3356, 2152, 25)"
266553,1.2.0.0/16,"(262474, 3356, 2152, 25)"
270552,1.2.0.0/16,"(262473, 52573, 3356, 2152, 25)"
267303,1.2.0.0/16,"(262473, 52573, 3356, 2152, 25)"
268718,1.2.0.0/16,"(262468, 3356, 2152, 25)"
267105,1.2.0.0/16,"(262468, 3356, 2152, 25)"
263117,1.2.0.0/16,"(262468, 3356, 2152, 25)"
273505,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
270941,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
270259,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
269238,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
268949,1.2.0.0/16,"(264525, 174, 10886, 27)"
267633,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
267569,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
265096,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
265050,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
264310,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
263956,1.2.0.0/16,"(262462, 12956, 3257, 10886, 27)"
264971,1.2.0.0/16,"(262444, 22356, 6762, 3257, 10886, 27)"
263370,1.2.0.0/16,"(262437, 14840, 6762, 3257, 10886, 27)"
267607,1.2.0.0/16,"(262434, 61599, 174, 10886, 27)"
265473,1.2.0.0/16,"(262434, 61599, 174, 10886, 27)"
265164,1.2.0.0/16,"(262434, 61599, 174, 10886, 27)"
271139,1.2.0.0/16,"(262427, 174, 10886, 27)"
270894,1.2.0.0/16,"(262427, 174, 10886, 27)"
268939,1.2.0.0/16,"(262427, 174, 10886, 27)"
267246,1.2.0.0/16,"(262427, 174, 10886, 27)"
267650,1.2.0.0/16,"(262404, 52468, 174, 10886, 27)"
267238,1.2.0.0/16,"(265393, 6762, 3257, 10886, 27)"
270338,1.2.0.0/16,"(262378, 7738, 3356, 2152, 25)"
266911,1.2.0.0/16,"(266445, 174, 10886, 27)"
28205,1.2.0.0/16,"(269096, 3356, 2152, 25)"
267291,1.2.0.0/16,"(262355, 3356, 2152, 25)"
266019,1.2.0.0/16,"(262355, 3356, 2152, 25)"
264230,1.2.0.0/16,"(262355, 3356, 2152, 25)"
262586,1.2.0.0/16,"(262355, 3356, 2152, 25)"
262482,1.2.0.0/16,"(262355, 3356, 2152, 25)"
262289,1.2.0.0/16,"(262355, 3356, 2152, 25)"
271631,1.2.0.0/16,"(262342, 14840, 6762, 3257, 10886, 27)"
268065,1.2.0.0/16,"(262342, 14840, 6762, 3257, 10886, 27)"
267103,1.2.0.0/16,"(263903, 3356, 2152, 25)"
266452,1.2.0.0/16,"(262342, 14840, 6762, 3257, 10886, 27)"
264912,1.2.0.0/16,"(262342, 14840, 6762, 3257, 10886, 27)"
271526,1.2.0.0/16,"(268421, 3356, 2152, 25)"
401612,1.2.0.0/16,"(262287, 174, 10886, 27)"
19344,1.2.0.0/16,"(262287, 174, 10886, 27)"
271913,1.2.0.0/16,"(262259, 3356, 2152, 25)"
264675,1.2.0.0/16,"(262259, 3356, 2152, 25)"
273018,1.2.0.0/16,"(262253, 174, 10886, 27)"
271814,1.2.0.0/16,"(262253, 174, 10886, 27)"
61485,1.2.0.0/16,"(262253, 174, 10886, 27)"
265672,1.2.0.0/16,"(262237, 263702, 3356, 2152, 25)"
264854,1.2.0.0/16,"(262237, 263702, 3356, 2152, 25)"
262225,1.2.0.0/16,"(262218, 6762, 3257, 10886, 27)"
265869,1.2.0.0/16,"(262210, 174, 10886, 27)"
17079,1.2.0.0/16,"(262206, 6762, 3257, 10886, 27)"
263831,1.2.0.0/16,"(262197, 3356, 2152, 25)"
61479,1.2.0.0/16,"(262197, 3356, 2152, 25)"
269907,1.2.0.0/16,"(265688, 3356, 2152, 25)"
271927,1.2.0.0/16,"(262186, 3356, 2152, 25)"
269746,1.2.0.0/16,"(262186, 3356, 2152, 25)"
206734,1.2.0.0/16,"(215120, 174, 10886, 27)"
208220,1.2.0.0/16,"(214668, 174, 10886, 27)"
267280,1.2.0.0/16,"(214657, 52468, 174, 10886, 27)"
213407,1.2.0.0/16,"(214466, 9121, 3356, 2152, 25)"
207835,1.2.0.0/16,"(214466, 9121, 3356, 2152, 25)"
214569,1.2.0.0/16,"(214331, 267613, 174, 10886, 27)"
18950,1.2.0.0/16,"(213753, 3257, 10886, 27)"
329263,1.2.0.0/16,"(213642, 6204, 1299, 10886, 27)"
205781,1.2.0.0/16,"(213482, 199524, 2152, 25)"
20802,1.2.0.0/16,"(213425, 5405, 1299, 10886, 27)"
200855,1.2.0.0/16,"(213306, 13004, 6939, 2152, 25)"
210654,1.2.0.0/16,"(213035, 174, 10886, 27)"
214961,1.2.0.0/16,"(212815, 49434, 6762, 3257, 10886, 27)"
209538,1.2.0.0/16,"(212692, 174, 10886, 27)"
205705,1.2.0.0/16,"(212683, 3257, 10886, 27)"
207155,1.2.0.0/16,"(212396, 3170, 6762, 3257, 10886, 27)"
206987,1.2.0.0/16,"(212396, 3170, 6762, 3257, 10886, 27)"
213485,1.2.0.0/16,"(212271, 174, 10886, 27)"
60909,1.2.0.0/16,"(212221, 3356, 2152, 25)"
16157,1.2.0.0/16,"(212221, 3356, 2152, 25)"
214913,1.2.0.0/16,"(212073, 9186, 3257, 10886, 27)"
142270,1.2.0.0/16,"(211826, 174, 10886, 27)"
216022,1.2.0.0/16,"(211588, 49981, 6830, 3257, 10886, 27)"
214130,1.2.0.0/16,"(211588, 49981, 6830, 3257, 10886, 27)"
11930,1.2.0.0/16,"(210937, 1299, 10886, 27)"
48402,1.2.0.0/16,"(210879, 8309, 3356, 2152, 25)"
44694,1.2.0.0/16,"(210728, 3356, 2152, 25)"
211808,1.2.0.0/16,"(210593, 174, 10886, 27)"
211580,1.2.0.0/16,"(210321, 29119, 12956, 3257, 10886, 27)"
208909,1.2.0.0/16,"(210321, 29119, 12956, 3257, 10886, 27)"
208109,1.2.0.0/16,"(210321, 29119, 12956, 3257, 10886, 27)"
207717,1.2.0.0/16,"(210321, 29119, 12956, 3257, 10886, 27)"
201466,1.2.0.0/16,"(210321, 29119, 12956, 3257, 10886, 27)"
206294,1.2.0.0/16,"(209754, 50673, 6762, 3257, 10886, 27)"
203844,1.2.0.0/16,"(209307, 31500, 6762, 3257, 10886, 27)"
61985,1.2.0.0/16,"(209307, 31500, 6762, 3257, 10886, 27)"
56947,1.2.0.0/16,"(209307, 31500, 6762, 3257, 10886, 27)"
328236,1.2.0.0/16,"(209049, 3491, 3257, 10886, 27)"
59434,1.2.0.0/16,"(209030, 3216, 174, 10886, 27)"
213925,1.2.0.0/16,"(208976, 50629, 3356, 2152, 25)"
208666,1.2.0.0/16,"(208905, 174, 10886, 27)"
214098,1.2.0.0/16,"(212396, 3170, 6762, 3257, 10886, 27)"
200304,1.2.0.0/16,"(208621, 13789, 1828, 2152, 25)"
211216,1.2.0.0/16,"(208569, 3356, 2152, 25)"
36780,1.2.0.0/16,"(208414, 174, 10886, 27)"
208020,1.2.0.0/16,"(208348, 174, 10886, 27)"
62419,1.2.0.0/16,"(208293, 6762, 3257, 10886, 27)"
57000,1.2.0.0/16,"(208293, 6762, 3257, 10886, 27)"
49760,1.2.0.0/16,"(208293, 6762, 3257, 10886, 27)"
58209,1.2.0.0/16,"(207983, 34984, 3257, 10886, 27)"
208342,1.2.0.0/16,"(207790, 1299, 10886, 27)"
44183,1.2.0.0/16,"(207668, 3356, 2152, 25)"
270783,1.2.0.0/16,"(266136, 61568, 174, 10886, 27)"
15096,1.2.0.0/16,"(207465, 6939, 2152, 25)"
205338,1.2.0.0/16,"(207181, 174, 10886, 27)"
213627,1.2.0.0/16,"(207083, 9002, 3257, 10886, 27)"
213468,1.2.0.0/16,"(207003, 20473, 174, 10886, 27)"
211304,1.2.0.0/16,"(206841, 6696, 1299, 10886, 27)"
214914,1.2.0.0/16,"(206735, 6762, 3257, 10886, 27)"
43051,1.2.0.0/16,"(206621, 44600, 174, 10886, 27)"
213183,1.2.0.0/16,"(206610, 174, 10886, 27)"
205941,1.2.0.0/16,"(215147, 207252, 3214, 1299, 10886, 27)"
215440,1.2.0.0/16,"(206577, 1299, 10886, 27)"
25277,1.2.0.0/16,"(206575, 174, 10886, 27)"
215107,1.2.0.0/16,"(206446, 50673, 6762, 3257, 10886, 27)"
198504,1.2.0.0/16,"(206283, 3491, 3257, 10886, 27)"
202565,1.2.0.0/16,"(206276, 174, 10886, 27)"
